,tsne1,tsne2,tsne_clusters,soundpath
144,1.8500943,1.4514749,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_230_19700101_122640_short.WAV
145,2.178472,2.191762,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_231_19700101_122640_short.WAV
146,2.037487,0.67819315,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_232_19700101_122640_short.WAV
147,1.705196,-1.3224642,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_233_19700101_122640_short.WAV
148,2.4925632,0.24271587,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_234_19700101_122640_short.WAV
149,0.99167717,-1.36504,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_235_19700101_122640_short.WAV
150,1.2805897,-1.6704614,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_236_19700101_122640_short.WAV
151,1.1520224,-1.5973192,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_237_19700101_122640_short.WAV
152,1.195943,-1.1708659,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_238_19700101_122640_short.WAV
153,2.023562,0.909833,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_239_19700101_122640_short.WAV
154,-9.097623,10.066742,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_23_19700101_122640_short.WAV
155,1.2533796,-0.26834396,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_240_19700101_122640_short.WAV
156,0.84892005,-1.3916137,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_241_19700101_122640_short.WAV
157,1.6813695,0.12915538,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_242_19700101_122640_short.WAV
158,1.2168859,-0.7805222,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_243_19700101_122640_short.WAV
159,4.2391148,0.98670554,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_244_19700101_122640_short.WAV
160,3.338732,-1.7286525,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_245_19700101_122640_short.WAV
161,5.7985406,-0.3299055,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_246_19700101_122640_short.WAV
162,3.873394,0.70521104,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_247_19700101_122640_short.WAV
163,5.1451764,-0.4440391,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_248_19700101_122640_short.WAV
164,3.6341372,-2.3592927,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_249_19700101_122640_short.WAV
165,-9.148685,9.793665,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_24_19700101_122640_short.WAV
166,4.8449464,-0.62053186,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_250_19700101_122640_short.WAV
167,4.115274,-2.0058873,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_251_19700101_122640_short.WAV
168,4.1906967,-0.9453951,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_252_19700101_122640_short.WAV
169,5.2267504,-0.92342114,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_253_19700101_122640_short.WAV
170,3.0812035,-2.7884386,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_254_19700101_122640_short.WAV
171,3.8824625,-3.715473,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_255_19700101_122640_short.WAV
172,1.3962909,-0.33106798,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_256_19700101_122640_short.WAV
173,1.565237,0.1500472,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_257_19700101_122640_short.WAV
174,4.2448053,-1.6835675,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_258_19700101_122640_short.WAV
175,4.2919893,-1.0330988,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_259_19700101_122640_short.WAV
176,-9.429201,9.713612,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_25_19700101_122640_short.WAV
177,1.2349392,-1.0298234,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_260_19700101_122640_short.WAV
178,1.400411,-2.7088773,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_261_19700101_122640_short.WAV
179,3.6906257,-0.20166934,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_262_19700101_122640_short.WAV
180,2.4009926,-2.10682,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_263_19700101_122640_short.WAV
181,0.43591008,-2.004951,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_264_19700101_122640_short.WAV
182,0.9955852,0.014169665,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_265_19700101_122640_short.WAV
183,0.70123094,-1.767229,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_266_19700101_122640_short.WAV
184,0.6298841,-2.009551,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_267_19700101_122640_short.WAV
185,2.5084474,-3.0921898,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_268_19700101_122640_short.WAV
186,3.8782322,0.6228931,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_269_19700101_122640_short.WAV
187,-9.091134,9.819753,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_26_19700101_122640_short.WAV
188,3.7269917,-0.7998655,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_270_19700101_122640_short.WAV
189,4.6599603,-0.49344456,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_271_19700101_122640_short.WAV
190,4.675889,-0.31008664,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_272_19700101_122640_short.WAV
191,4.2348056,-0.17076081,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_273_19700101_122640_short.WAV
192,3.8610992,-1.7191205,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_274_19700101_122640_short.WAV
193,6.5991874,0.23578705,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_275_19700101_122640_short.WAV
194,4.29872,-0.1916078,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_276_19700101_122640_short.WAV
195,2.4363794,-0.91480935,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_277_19700101_122640_short.WAV
196,2.743719,-0.2839714,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_278_19700101_122640_short.WAV
197,2.932831,1.1447661,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_279_19700101_122640_short.WAV
198,-8.711588,9.524101,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_27_19700101_122640_short.WAV
199,2.777909,0.29743516,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_280_19700101_122640_short.WAV
200,2.7181964,0.7533355,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_281_19700101_122640_short.WAV
201,2.0412154,-1.6364099,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_282_19700101_122640_short.WAV
202,2.9542224,0.91564244,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_283_19700101_122640_short.WAV
203,3.296034,0.9507684,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_284_19700101_122640_short.WAV
204,2.2931836,-2.2628024,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_285_19700101_122640_short.WAV
205,3.0838006,0.0592897,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_286_19700101_122640_short.WAV
206,2.9143684,-1.6132051,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_287_19700101_122640_short.WAV
207,3.073113,-0.6298418,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_288_19700101_122640_short.WAV
208,3.4360945,2.1212223,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_289_19700101_122640_short.WAV
209,-8.811673,9.085515,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_28_19700101_122640_short.WAV
210,2.7335408,-1.5439737,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_290_19700101_122640_short.WAV
211,2.5571592,-1.9899275,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_291_19700101_122640_short.WAV
212,3.294204,1.6639165,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_292_19700101_122640_short.WAV
213,2.6787934,-1.3856465,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_293_19700101_122640_short.WAV
214,3.1092067,3.000796,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_294_19700101_122640_short.WAV
215,2.820309,-1.1440165,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_295_19700101_122640_short.WAV
216,-5.8237305,8.41164,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_296_19700101_122640_short.WAV
217,-7.0617228,9.869893,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_297_19700101_122640_short.WAV
218,-7.1342382,9.952315,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_298_19700101_122640_short.WAV
219,3.5885894,-5.636769,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_299_19700101_122640_short.WAV
220,-9.087912,9.26219,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_29_19700101_122640_short.WAV
221,-8.476608,10.799665,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_2_19700101_122640_short.WAV
222,4.0169215,-5.6143928,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_300_19700101_122640_short.WAV
223,4.13182,-4.7026253,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_301_19700101_122640_short.WAV
224,4.2472906,3.0023513,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_302_19700101_122640_short.WAV
225,4.682587,2.9182947,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_303_19700101_122640_short.WAV
226,5.045944,2.5985787,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_304_19700101_122640_short.WAV
227,4.4910016,1.3750746,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_305_19700101_122640_short.WAV
228,4.8132405,1.7236423,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_306_19700101_122640_short.WAV
229,6.2549314,3.439079,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_307_19700101_122640_short.WAV
230,6.2154307,3.2022207,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_308_19700101_122640_short.WAV
231,6.0788565,2.9388795,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_309_19700101_122640_short.WAV
232,-8.894055,9.657591,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_30_19700101_122640_short.WAV
233,5.67983,3.0069537,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_310_19700101_122640_short.WAV
234,5.917651,2.827472,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_311_19700101_122640_short.WAV
235,4.9241214,3.0934243,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_312_19700101_122640_short.WAV
236,5.916374,2.9395819,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_313_19700101_122640_short.WAV
237,6.055238,2.8680522,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_314_19700101_122640_short.WAV
238,5.936174,3.0057414,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_315_19700101_122640_short.WAV
239,6.088655,2.9632237,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_316_19700101_122640_short.WAV
240,6.1641355,2.8485417,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_317_19700101_122640_short.WAV
241,6.7836347,1.3525636,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_318_19700101_122640_short.WAV
242,6.4239798,1.4912379,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_319_19700101_122640_short.WAV
243,-8.545409,10.044015,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_31_19700101_122640_short.WAV
244,6.1342545,1.076214,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_320_19700101_122640_short.WAV
245,5.8936973,1.6088381,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_321_19700101_122640_short.WAV
246,6.0496297,0.2700612,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_322_19700101_122640_short.WAV
247,6.141981,0.9889689,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_323_19700101_122640_short.WAV
248,7.496187,-0.37728658,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_324_19700101_122640_short.WAV
249,4.486979,-0.8296961,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_325_19700101_122640_short.WAV
250,4.966294,-1.2572224,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_326_19700101_122640_short.WAV
251,5.676005,-1.1604111,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_327_19700101_122640_short.WAV
252,3.8168619,-2.4137163,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_328_19700101_122640_short.WAV
253,4.656436,-1.8234307,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_329_19700101_122640_short.WAV
254,-8.357316,10.160488,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_32_19700101_122640_short.WAV
255,2.332342,-1.140031,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_330_19700101_122640_short.WAV
256,3.0728235,2.0430534,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_331_19700101_122640_short.WAV
257,3.3074586,0.6701919,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_332_19700101_122640_short.WAV
258,5.196096,0.6274433,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_333_19700101_122640_short.WAV
259,8.161732,-0.9058484,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_334_19700101_122640_short.WAV
260,8.215641,-1.7079598,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_335_19700101_122640_short.WAV
261,9.055634,-1.8305,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_336_19700101_122640_short.WAV
262,9.68705,-1.8217216,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_337_19700101_122640_short.WAV
263,9.545986,0.13150856,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_338_19700101_122640_short.WAV
264,5.765916,-0.17402446,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_339_19700101_122640_short.WAV
265,-8.549261,10.269187,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_33_19700101_122640_short.WAV
266,2.7204475,-1.4547124,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_340_19700101_122640_short.WAV
267,2.3072515,1.3439509,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_341_19700101_122640_short.WAV
268,3.2056699,-0.64419484,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_342_19700101_122640_short.WAV
269,3.3714595,-1.0700573,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_343_19700101_122640_short.WAV
270,4.106064,-1.3810872,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_344_19700101_122640_short.WAV
271,6.703493,-0.41518888,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_345_19700101_122640_short.WAV
272,7.2700534,0.58967644,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_346_19700101_122640_short.WAV
273,9.735363,-0.2923018,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_347_19700101_122640_short.WAV
274,10.127789,-1.0602794,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_348_19700101_122640_short.WAV
275,-5.3448596,8.206853,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_349_19700101_122640_short.WAV
276,-9.175826,10.322767,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_34_19700101_122640_short.WAV
277,10.450392,-1.2265382,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_350_19700101_122640_short.WAV
278,10.54452,-1.3320746,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_351_19700101_122640_short.WAV
279,10.153763,-1.6959546,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_352_19700101_122640_short.WAV
280,10.686773,-1.5639548,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_353_19700101_122640_short.WAV
281,10.433253,-0.14867596,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_354_19700101_122640_short.WAV
282,10.513182,-0.9966143,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_355_19700101_122640_short.WAV
283,10.114698,-0.7151101,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_356_19700101_122640_short.WAV
284,10.443541,-0.58390033,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_357_19700101_122640_short.WAV
285,10.008362,-1.0340979,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_358_19700101_122640_short.WAV
286,10.332459,-1.6008881,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_359_19700101_122640_short.WAV
287,-9.234544,10.313569,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_35_19700101_122640_short.WAV
288,8.996158,0.5523501,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_360_19700101_122640_short.WAV
